Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M09000116,user4999@globalenterprise.com,Summary,Generated,2024-09-17 01:59:00,2,1
M09000117,user2531@globalenterprise.com,Summary,Generated,2024-09-26 01:41:00,5,0
M09000118,user1033@globalenterprise.com,Summary,Generated,2024-09-18 00:22:00,3,1
M09000120,user5341@globalenterprise.com,Summary,Generated,2024-09-24 01:57:00,4,0
M09000121,user4842@globalenterprise.com,Summary,Generated,2024-09-29 01:49:00,5,2
M09000122,user6002@globalenterprise.com,Summary,Generated,2024-09-18 01:14:00,3,2
M09000123,user799@globalenterprise.com,Summary,Generated,2024-09-20 01:02:00,4,1
M09000124,user6799@globalenterprise.com,Summary,Generated,2024-09-23 01:03:00,4,2
M09000125,user5535@globalenterprise.com,Summary,Generated,2024-09-20 01:09:00,3,2
M09000126,user7259@globalenterprise.com,Summary,Generated,2024-09-12 01:17:00,4,0
M09000127,user282@globalenterprise.com,Summary,Generated,2024-09-03 01:52:00,5,2
M09000128,user968@globalenterprise.com,Summary,Generated,2024-09-05 01:44:00,4,0
M09000132,user6839@globalenterprise.com,Summary,Generated,2024-09-15 00:33:00,4,1
M09000133,user8022@globalenterprise.com,Summary,Generated,2024-09-17 00:34:00,2,1
M09000134,user2403@globalenterprise.com,Summary,Generated,2024-09-13 01:11:00,2,2
M09000135,user3917@globalenterprise.com,Summary,Generated,2024-09-26 00:34:00,5,2
M09000136,user3488@globalenterprise.com,Summary,Generated,2024-09-19 00:32:00,3,1
M09000137,user7565@globalenterprise.com,Summary,Generated,2024-09-20 01:08:00,4,1
M09000138,user625@globalenterprise.com,Summary,Generated,2024-09-20 00:34:00,2,1
M09000139,user3852@globalenterprise.com,Summary,Generated,2024-09-15 00:49:00,4,2
M09000140,user7258@globalenterprise.com,Summary,Generated,2024-09-08 01:02:00,2,0
M09000141,user2140@globalenterprise.com,Summary,Generated,2024-09-19 00:48:00,3,0
M09000142,user963@globalenterprise.com,Summary,Generated,2024-09-11 00:25:00,4,0
M09000144,user6359@globalenterprise.com,Summary,Generated,2024-09-09 00:17:00,4,0
M09000145,user6244@globalenterprise.com,Summary,Generated,2024-09-27 00:22:00,5,2
M09000146,user6148@globalenterprise.com,Summary,Generated,2024-09-08 00:18:00,5,1
M09000147,user32@globalenterprise.com,Summary,Generated,2024-09-26 00:46:00,5,1
M09000148,user1920@globalenterprise.com,Summary,Generated,2024-09-23 01:20:00,4,0
M09000149,user1888@globalenterprise.com,Summary,Generated,2024-09-26 01:43:00,3,2
M09000150,user3541@globalenterprise.com,Summary,Generated,2024-09-07 01:10:00,2,0
M09000151,user7542@globalenterprise.com,Summary,Generated,2024-09-14 01:49:00,5,0
M09000152,user2005@globalenterprise.com,Summary,Generated,2024-09-16 01:15:00,3,2
M09000153,user1960@globalenterprise.com,Summary,Generated,2024-09-13 00:29:00,4,0
M09000154,user4857@globalenterprise.com,Summary,Generated,2024-09-20 01:05:00,3,2
M09000155,user5996@globalenterprise.com,Summary,Generated,2024-09-20 01:55:00,5,0
M09000156,user2866@globalenterprise.com,Summary,Generated,2024-09-21 00:55:00,2,0
M09000157,user1934@globalenterprise.com,Summary,Generated,2024-09-12 01:10:00,4,2
M09000159,user6198@globalenterprise.com,Summary,Generated,2024-09-12 01:38:00,2,2
M09000160,user3690@globalenterprise.com,Summary,Generated,2024-09-06 01:41:00,4,2
M09000161,user2071@globalenterprise.com,Summary,Generated,2024-09-14 01:35:00,4,0
M09000162,user4084@globalenterprise.com,Summary,Generated,2024-09-27 01:40:00,4,2
M09000163,user8061@globalenterprise.com,Summary,Generated,2024-09-04 01:00:00,5,1
M09000164,user2903@globalenterprise.com,Summary,Generated,2024-09-12 00:31:00,2,1
M09000165,user2502@globalenterprise.com,Summary,Generated,2024-09-12 00:54:00,2,2
M09000166,user619@globalenterprise.com,Summary,Generated,2024-09-27 00:18:00,2,1
M09000167,user4446@globalenterprise.com,Summary,Generated,2024-09-06 00:54:00,4,2
M09000168,user5801@globalenterprise.com,Summary,Generated,2024-09-19 01:27:00,2,2
M09000169,user1732@globalenterprise.com,Summary,Generated,2024-09-27 01:56:00,4,0
M09000170,user5563@globalenterprise.com,Summary,Generated,2024-09-05 01:18:00,2,0
M09000171,user5198@globalenterprise.com,Summary,Generated,2024-09-10 01:17:00,2,1
M09000172,user3291@globalenterprise.com,Summary,Generated,2024-09-28 00:49:00,2,0
M09000173,user937@globalenterprise.com,Summary,Generated,2024-09-23 01:22:00,4,1
M09000174,user7696@globalenterprise.com,Summary,Generated,2024-09-28 00:36:00,4,1
M09000176,user5624@globalenterprise.com,Summary,Generated,2024-09-19 00:20:00,3,1
M09000177,user3192@globalenterprise.com,Summary,Generated,2024-09-08 01:03:00,3,0
M09000178,user3083@globalenterprise.com,Summary,Generated,2024-09-14 01:28:00,2,1
M09000179,user2170@globalenterprise.com,Summary,Generated,2024-09-17 00:47:00,2,1
M09000180,user7456@globalenterprise.com,Summary,Generated,2024-09-08 01:18:00,2,0
M09000182,user5895@globalenterprise.com,Summary,Generated,2024-09-09 00:52:00,2,2
M09000183,user6834@globalenterprise.com,Summary,Generated,2024-09-21 00:44:00,2,0
M09000184,user330@globalenterprise.com,Summary,Generated,2024-09-14 01:36:00,3,2
M09000185,user2543@globalenterprise.com,Summary,Generated,2024-09-08 01:52:00,2,2
M09000186,user420@globalenterprise.com,Summary,Generated,2024-09-26 00:56:00,4,1
M09000187,user6677@globalenterprise.com,Summary,Generated,2024-09-23 02:00:00,5,0
M09000188,user1023@globalenterprise.com,Summary,Generated,2024-09-09 01:27:00,5,1
M09000189,user5224@globalenterprise.com,Summary,Generated,2024-09-25 00:30:00,4,2
M09000190,user1771@globalenterprise.com,Summary,Generated,2024-09-25 01:51:00,3,1
M09000191,user6878@globalenterprise.com,Summary,Generated,2024-09-06 01:52:00,4,2
M09000192,user3247@globalenterprise.com,Summary,Generated,2024-09-09 00:42:00,4,0
M09000194,user1290@globalenterprise.com,Summary,Generated,2024-09-06 01:46:00,2,0
M09000195,user8464@globalenterprise.com,Summary,Generated,2024-09-27 01:53:00,5,2
M09000197,user4732@globalenterprise.com,Summary,Generated,2024-09-04 01:23:00,5,2
M09000198,user954@globalenterprise.com,Summary,Generated,2024-09-14 00:46:00,4,0
M09000200,user5687@globalenterprise.com,Summary,Generated,2024-09-06 00:20:00,3,2
M09000201,user5341@globalenterprise.com,Summary,Generated,2024-09-12 01:10:00,4,1
M09000202,user5008@globalenterprise.com,Summary,Generated,2024-09-10 01:44:00,3,2
M09000204,user3651@globalenterprise.com,Summary,Generated,2024-09-11 00:54:00,2,1
M09000205,user2740@globalenterprise.com,Summary,Generated,2024-09-04 00:32:00,5,1
M09000207,user7602@globalenterprise.com,Summary,Generated,2024-09-12 01:00:00,4,2
M09000208,user2409@globalenterprise.com,Summary,Generated,2024-09-16 01:42:00,3,2
M09000211,user8402@globalenterprise.com,Summary,Generated,2024-09-04 00:36:00,5,0
M09000212,user1665@globalenterprise.com,Summary,Generated,2024-09-09 00:30:00,2,1
M09000213,user1520@globalenterprise.com,Summary,Generated,2024-09-04 01:53:00,2,2
M09000215,user1743@globalenterprise.com,Summary,Generated,2024-09-28 00:37:00,3,0
M09000216,user5061@globalenterprise.com,Summary,Generated,2024-09-24 02:00:00,4,1
M09000217,user5107@globalenterprise.com,Summary,Generated,2024-09-18 01:06:00,3,0
M09000218,user4828@globalenterprise.com,Summary,Generated,2024-09-06 01:01:00,4,0
M09000219,user5251@globalenterprise.com,Summary,Generated,2024-09-24 00:18:00,4,2
M09000221,user6722@globalenterprise.com,Summary,Generated,2024-09-04 01:16:00,4,1
M09000222,user4096@globalenterprise.com,Summary,Generated,2024-09-13 01:02:00,5,2
M09000223,user683@globalenterprise.com,Summary,Generated,2024-09-20 01:03:00,2,1
M09000224,user6738@globalenterprise.com,Summary,Generated,2024-09-22 00:59:00,5,0
M09000225,user4007@globalenterprise.com,Summary,Generated,2024-09-18 00:41:00,2,2
M09000227,user1199@globalenterprise.com,Summary,Generated,2024-09-24 00:24:00,5,0
M09000228,user4855@globalenterprise.com,Summary,Generated,2024-09-12 01:55:00,5,2
M09000229,user7615@globalenterprise.com,Summary,Generated,2024-09-11 00:31:00,2,2
M09000230,user6622@globalenterprise.com,Summary,Generated,2024-09-20 00:57:00,4,1
M09000231,user3664@globalenterprise.com,Summary,Generated,2024-09-22 00:43:00,5,0
M09000232,user2922@globalenterprise.com,Summary,Generated,2024-09-22 01:30:00,2,2
M09000233,user4690@globalenterprise.com,Summary,Generated,2024-09-24 01:01:00,2,1
M09000234,user4245@globalenterprise.com,Summary,Generated,2024-09-27 01:17:00,5,2
M09000235,user7509@globalenterprise.com,Summary,Generated,2024-09-24 00:32:00,4,1
M09000237,user3897@globalenterprise.com,Summary,Generated,2024-09-15 00:52:00,5,1
M09000238,user7957@globalenterprise.com,Summary,Generated,2024-09-26 00:48:00,3,2
M09000239,user2220@globalenterprise.com,Summary,Generated,2024-09-23 00:26:00,2,1
M09000241,user7785@globalenterprise.com,Summary,Generated,2024-09-15 02:00:00,4,0
M09000242,user5078@globalenterprise.com,Summary,Generated,2024-09-06 01:54:00,5,2
M09000243,user7860@globalenterprise.com,Summary,Generated,2024-09-27 01:01:00,4,2
M09000245,user2982@globalenterprise.com,Summary,Generated,2024-09-11 00:15:00,2,0
M09000246,user6465@globalenterprise.com,Summary,Generated,2024-09-10 00:16:00,4,2
M09000247,user6210@globalenterprise.com,Summary,Generated,2024-09-16 00:53:00,2,1
M09000248,user4089@globalenterprise.com,Summary,Generated,2024-09-09 00:24:00,3,2
M09000249,user8242@globalenterprise.com,Summary,Generated,2024-09-05 00:31:00,5,1
M09000251,user952@globalenterprise.com,Summary,Generated,2024-09-19 01:34:00,2,2
M09000252,user311@globalenterprise.com,Summary,Generated,2024-09-07 00:40:00,3,1
M09000253,user5405@globalenterprise.com,Summary,Generated,2024-09-19 01:32:00,2,0
M09000256,user5658@globalenterprise.com,Summary,Generated,2024-09-13 01:44:00,5,1
M09000257,user4366@globalenterprise.com,Summary,Generated,2024-09-16 00:33:00,2,0
M09000258,user4826@globalenterprise.com,Summary,Generated,2024-09-17 01:21:00,4,1
M09000259,user2348@globalenterprise.com,Summary,Generated,2024-09-02 01:09:00,4,2
M09000260,user676@globalenterprise.com,Summary,Generated,2024-09-16 00:27:00,3,0
M09000261,user6064@globalenterprise.com,Summary,Generated,2024-09-04 01:41:00,3,1
M09000262,user2561@globalenterprise.com,Summary,Generated,2024-09-04 00:26:00,4,1
M09000263,user1757@globalenterprise.com,Summary,Generated,2024-09-25 01:28:00,3,0
M09000264,user6375@globalenterprise.com,Summary,Generated,2024-09-11 01:47:00,2,1
M09000265,user198@globalenterprise.com,Summary,Generated,2024-09-29 01:39:00,4,0
M09000267,user267@globalenterprise.com,Summary,Generated,2024-09-04 01:27:00,4,1
M09000268,user8318@globalenterprise.com,Summary,Generated,2024-09-24 01:35:00,4,2
M09000269,user4485@globalenterprise.com,Summary,Generated,2024-09-15 01:29:00,2,1
M09000270,user2334@globalenterprise.com,Summary,Generated,2024-09-09 00:50:00,2,2
M09000272,user8178@globalenterprise.com,Summary,Generated,2024-09-19 01:50:00,3,1
M09000273,user5049@globalenterprise.com,Summary,Generated,2024-09-08 01:57:00,4,1
M09000274,user3777@globalenterprise.com,Summary,Generated,2024-09-28 01:00:00,5,1
M09000275,user3523@globalenterprise.com,Summary,Generated,2024-09-05 01:56:00,2,1
M09000277,user2116@globalenterprise.com,Summary,Generated,2024-09-27 01:44:00,3,1
M09000279,user7974@globalenterprise.com,Summary,Generated,2024-09-09 01:58:00,2,1
M09000281,user6395@globalenterprise.com,Summary,Generated,2024-09-20 00:28:00,3,0
M09000282,user7641@globalenterprise.com,Summary,Generated,2024-09-05 01:55:00,3,0
M09000284,user3991@globalenterprise.com,Summary,Generated,2024-09-21 00:52:00,5,2
M09000285,user2647@globalenterprise.com,Summary,Generated,2024-09-04 01:05:00,4,1
M09000286,user6354@globalenterprise.com,Summary,Generated,2024-09-20 01:51:00,5,1
M09000287,user2721@globalenterprise.com,Summary,Generated,2024-09-17 00:28:00,4,2
M09000288,user4235@globalenterprise.com,Summary,Generated,2024-09-27 00:54:00,3,2
M09000289,user2383@globalenterprise.com,Summary,Generated,2024-09-15 01:48:00,3,2
M09000290,user3149@globalenterprise.com,Summary,Generated,2024-09-16 01:24:00,2,0
M09000292,user313@globalenterprise.com,Summary,Generated,2024-09-23 00:38:00,3,1
M09000293,user8455@globalenterprise.com,Summary,Generated,2024-09-23 01:46:00,5,1
M09000294,user8327@globalenterprise.com,Summary,Generated,2024-09-12 01:36:00,3,1
M09000295,user6472@globalenterprise.com,Summary,Generated,2024-09-16 00:15:00,3,0
M09000296,user615@globalenterprise.com,Summary,Generated,2024-09-12 01:32:00,4,1
M09000297,user6263@globalenterprise.com,Summary,Generated,2024-09-16 00:52:00,2,0
M09000299,user2468@globalenterprise.com,Summary,Generated,2024-09-17 00:15:00,5,1
M09000300,user4525@globalenterprise.com,Summary,Generated,2024-09-14 01:51:00,2,2
M09000302,user3545@globalenterprise.com,Summary,Generated,2024-09-11 00:32:00,2,1
M09000303,user4749@globalenterprise.com,Summary,Generated,2024-09-18 00:28:00,4,2
M09000304,user3105@globalenterprise.com,Summary,Generated,2024-09-19 01:10:00,3,0
M09000305,user1052@globalenterprise.com,Summary,Generated,2024-09-07 00:27:00,2,0
M09000306,user693@globalenterprise.com,Summary,Generated,2024-09-19 01:47:00,4,0
M09000308,user7194@globalenterprise.com,Summary,Generated,2024-09-02 00:40:00,2,0
M09000309,user7552@globalenterprise.com,Summary,Generated,2024-09-15 01:36:00,2,0
M09000311,user1989@globalenterprise.com,Summary,Generated,2024-09-26 00:28:00,4,2
M09000314,user287@globalenterprise.com,Summary,Generated,2024-09-18 01:33:00,2,2
M09000315,user2974@globalenterprise.com,Summary,Generated,2024-09-18 01:05:00,5,2
M09000316,user1105@globalenterprise.com,Summary,Generated,2024-09-02 01:40:00,3,0
M09000317,user2087@globalenterprise.com,Summary,Generated,2024-09-24 01:34:00,2,2
M09000319,user4734@globalenterprise.com,Summary,Generated,2024-09-15 00:58:00,4,2
M09000320,user6282@globalenterprise.com,Summary,Generated,2024-09-03 00:53:00,2,0
M09000321,user146@globalenterprise.com,Summary,Generated,2024-09-28 00:33:00,2,2
M09000322,user5336@globalenterprise.com,Summary,Generated,2024-09-09 01:45:00,2,0
M09000323,user1923@globalenterprise.com,Summary,Generated,2024-09-14 01:22:00,3,2
M09000324,user2664@globalenterprise.com,Summary,Generated,2024-09-10 00:30:00,5,0
M09000326,user5812@globalenterprise.com,Summary,Generated,2024-09-14 00:29:00,3,2
M09000327,user1583@globalenterprise.com,Summary,Generated,2024-09-22 00:18:00,4,0
M09000328,user4751@globalenterprise.com,Summary,Generated,2024-09-11 01:36:00,5,2
M09000329,user366@globalenterprise.com,Summary,Generated,2024-09-06 00:50:00,4,1
M09000330,user6966@globalenterprise.com,Summary,Generated,2024-09-12 00:53:00,4,1
M09000331,user7399@globalenterprise.com,Summary,Generated,2024-09-18 00:20:00,5,0
M09000332,user1891@globalenterprise.com,Summary,Generated,2024-09-29 00:22:00,4,0
M09000333,user6880@globalenterprise.com,Summary,Generated,2024-09-03 00:37:00,4,2
M09000334,user5271@globalenterprise.com,Summary,Generated,2024-09-18 01:51:00,4,1
M09000335,user414@globalenterprise.com,Summary,Generated,2024-09-09 01:47:00,4,1
M09000336,user2267@globalenterprise.com,Summary,Generated,2024-09-06 01:01:00,3,2
M09000337,user7871@globalenterprise.com,Summary,Generated,2024-09-13 00:57:00,4,0
M09000338,user2427@globalenterprise.com,Summary,Generated,2024-09-10 00:57:00,2,2
M09000339,user5750@globalenterprise.com,Summary,Generated,2024-09-11 01:18:00,3,2
M09000341,user5947@globalenterprise.com,Summary,Generated,2024-09-16 00:59:00,4,0
M09000342,user3321@globalenterprise.com,Summary,Generated,2024-09-20 00:23:00,5,1
M09000343,user7770@globalenterprise.com,Summary,Generated,2024-09-29 01:03:00,5,0
M09000345,user2123@globalenterprise.com,Summary,Generated,2024-09-18 00:52:00,3,0
M09000346,user7153@globalenterprise.com,Summary,Generated,2024-09-29 01:50:00,4,0
M09000347,user2502@globalenterprise.com,Summary,Generated,2024-09-28 00:39:00,3,2
M09000348,user306@globalenterprise.com,Summary,Generated,2024-09-23 00:20:00,2,1
M09000351,user4155@globalenterprise.com,Summary,Generated,2024-09-02 01:43:00,4,2
M09000352,user8034@globalenterprise.com,Summary,Generated,2024-09-23 00:16:00,3,0
M09000353,user6078@globalenterprise.com,Summary,Generated,2024-09-22 00:22:00,2,1
M09000354,user5781@globalenterprise.com,Summary,Generated,2024-09-23 00:40:00,2,1
M09000355,user831@globalenterprise.com,Summary,Generated,2024-09-05 01:58:00,4,2
M09000356,user7578@globalenterprise.com,Summary,Generated,2024-09-03 01:42:00,5,2
M09000357,user6778@globalenterprise.com,Summary,Generated,2024-09-25 01:25:00,3,0
M09000358,user3953@globalenterprise.com,Summary,Generated,2024-09-15 00:48:00,5,0
M09000359,user4427@globalenterprise.com,Summary,Generated,2024-09-08 01:25:00,4,1
M09000360,user6970@globalenterprise.com,Summary,Generated,2024-09-15 01:56:00,5,1
M09000361,user7591@globalenterprise.com,Summary,Generated,2024-09-02 01:14:00,5,0
M09000362,user5929@globalenterprise.com,Summary,Generated,2024-09-11 00:16:00,5,0
M09000363,user2193@globalenterprise.com,Summary,Generated,2024-09-23 01:33:00,4,0
M09000364,user5585@globalenterprise.com,Summary,Generated,2024-09-05 01:20:00,5,0
M09000365,user4599@globalenterprise.com,Summary,Generated,2024-09-20 01:03:00,2,1
M09000366,user6529@globalenterprise.com,Summary,Generated,2024-09-13 01:40:00,2,2
M09000367,user7845@globalenterprise.com,Summary,Generated,2024-09-22 00:19:00,3,2
M09000368,user1850@globalenterprise.com,Summary,Generated,2024-09-11 01:29:00,2,1
M09000369,user5527@globalenterprise.com,Summary,Generated,2024-09-14 00:39:00,3,1
M09000370,user5380@globalenterprise.com,Summary,Generated,2024-09-14 00:35:00,3,0
M09000372,user6700@globalenterprise.com,Summary,Generated,2024-09-21 00:30:00,5,1
M09000373,user4870@globalenterprise.com,Summary,Generated,2024-09-11 01:22:00,4,1
M09000374,user7366@globalenterprise.com,Summary,Generated,2024-09-26 01:37:00,2,0
M09000375,user3995@globalenterprise.com,Summary,Generated,2024-09-24 01:55:00,2,0
M09000376,user526@globalenterprise.com,Summary,Generated,2024-09-29 01:07:00,3,2
M09000379,user6713@globalenterprise.com,Summary,Generated,2024-09-04 00:31:00,3,0
M09000381,user2393@globalenterprise.com,Summary,Generated,2024-09-13 01:53:00,2,2
M09000382,user7551@globalenterprise.com,Summary,Generated,2024-09-26 01:03:00,4,1
M09000386,user3328@globalenterprise.com,Summary,Generated,2024-09-02 01:47:00,2,1
M09000387,user1810@globalenterprise.com,Summary,Generated,2024-09-02 01:52:00,2,1
M09000388,user8314@globalenterprise.com,Summary,Generated,2024-09-16 01:15:00,5,0
M09000389,user4651@globalenterprise.com,Summary,Generated,2024-09-05 00:17:00,3,0
M09000390,user6996@globalenterprise.com,Summary,Generated,2024-09-09 01:13:00,2,2
M09000391,user3334@globalenterprise.com,Summary,Generated,2024-09-23 01:26:00,3,0
