Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M11000027,user1108@globalenterprise.com,Summary,Generated,2024-11-20 00:28:00,4,1
M11000028,user3048@globalenterprise.com,Summary,Generated,2024-11-22 00:44:00,4,2
M11000029,user1518@globalenterprise.com,Summary,Generated,2024-11-29 01:55:00,5,0
M11000030,user2435@globalenterprise.com,Summary,Generated,2024-11-16 01:51:00,4,2
M11000031,user4336@globalenterprise.com,Summary,Generated,2024-11-03 00:46:00,2,2
M11000032,user4173@globalenterprise.com,Summary,Generated,2024-11-07 00:56:00,4,0
M11000033,user5495@globalenterprise.com,Summary,Generated,2024-11-19 00:59:00,5,0
M11000034,user5355@globalenterprise.com,Summary,Generated,2024-11-14 00:49:00,5,2
M11000035,user4990@globalenterprise.com,Summary,Generated,2024-11-12 00:17:00,2,1
M11000036,user6743@globalenterprise.com,Summary,Generated,2024-11-19 00:37:00,5,2
M11000037,user7242@globalenterprise.com,Summary,Generated,2024-11-16 01:08:00,3,2
M11000038,user7162@globalenterprise.com,Summary,Generated,2024-11-28 01:41:00,4,2
M11000039,user4848@globalenterprise.com,Summary,Generated,2024-11-17 01:06:00,2,2
M11000040,user1434@globalenterprise.com,Summary,Generated,2024-11-09 00:33:00,3,1
M11000041,user7555@globalenterprise.com,Summary,Generated,2024-11-20 01:44:00,3,2
M11000042,user4590@globalenterprise.com,Summary,Generated,2024-11-02 01:56:00,4,1
M11000043,user5518@globalenterprise.com,Summary,Generated,2024-11-20 00:38:00,3,2
M11000044,user337@globalenterprise.com,Summary,Generated,2024-11-06 00:43:00,5,1
M11000048,user1899@globalenterprise.com,Summary,Generated,2024-11-02 01:02:00,2,0
M11000050,user4030@globalenterprise.com,Summary,Generated,2024-11-23 00:20:00,4,0
M11000051,user5574@globalenterprise.com,Summary,Generated,2024-11-12 01:08:00,3,2
M11000052,user5691@globalenterprise.com,Summary,Generated,2024-11-17 00:17:00,4,1
M11000055,user8341@globalenterprise.com,Summary,Generated,2024-11-17 00:42:00,2,0
M11000056,user6425@globalenterprise.com,Summary,Generated,2024-11-20 01:58:00,5,2
M11000057,user2013@globalenterprise.com,Summary,Generated,2024-11-18 01:37:00,2,0
M11000058,user5659@globalenterprise.com,Summary,Generated,2024-11-14 00:31:00,2,1
M11000059,user5249@globalenterprise.com,Summary,Generated,2024-11-16 00:19:00,5,0
M11000061,user4562@globalenterprise.com,Summary,Generated,2024-11-09 00:50:00,4,1
M11000062,user1961@globalenterprise.com,Summary,Generated,2024-11-04 00:21:00,5,2
M11000063,user7705@globalenterprise.com,Summary,Generated,2024-11-06 01:04:00,2,2
M11000064,user6090@globalenterprise.com,Summary,Generated,2024-11-10 01:58:00,3,2
M11000065,user7276@globalenterprise.com,Summary,Generated,2024-11-28 00:16:00,5,2
M11000066,user6835@globalenterprise.com,Summary,Generated,2024-11-18 00:53:00,3,2
M11000067,user6943@globalenterprise.com,Summary,Generated,2024-11-20 01:44:00,4,2
M11000068,user8360@globalenterprise.com,Summary,Generated,2024-11-02 00:56:00,2,1
M11000069,user1558@globalenterprise.com,Summary,Generated,2024-11-20 00:32:00,2,2
M11000070,user4335@globalenterprise.com,Summary,Generated,2024-11-12 01:41:00,5,2
M11000071,user6249@globalenterprise.com,Summary,Generated,2024-11-21 01:35:00,4,2
M11000072,user2683@globalenterprise.com,Summary,Generated,2024-11-05 01:19:00,3,2
M11000073,user5064@globalenterprise.com,Summary,Generated,2024-11-27 00:44:00,5,0
M11000074,user8084@globalenterprise.com,Summary,Generated,2024-11-23 01:44:00,2,2
M11000075,user4735@globalenterprise.com,Summary,Generated,2024-11-02 01:06:00,2,2
M11000076,user1657@globalenterprise.com,Summary,Generated,2024-11-14 01:54:00,5,1
M11000077,user3387@globalenterprise.com,Summary,Generated,2024-11-03 00:55:00,5,0
M11000078,user4535@globalenterprise.com,Summary,Generated,2024-11-04 01:59:00,2,2
M11000079,user6495@globalenterprise.com,Summary,Generated,2024-11-12 01:52:00,3,1
M11000082,user2025@globalenterprise.com,Summary,Generated,2024-11-11 01:00:00,3,0
M11000083,user4921@globalenterprise.com,Summary,Generated,2024-11-13 00:58:00,2,2
M11000084,user7175@globalenterprise.com,Summary,Generated,2024-11-24 00:47:00,5,1
M11000085,user2080@globalenterprise.com,Summary,Generated,2024-11-06 01:10:00,4,1
M11000086,user212@globalenterprise.com,Summary,Generated,2024-11-04 01:34:00,2,1
M11000087,user7678@globalenterprise.com,Summary,Generated,2024-11-24 00:23:00,5,2
M11000089,user6697@globalenterprise.com,Summary,Generated,2024-11-26 01:04:00,5,0
M11000090,user158@globalenterprise.com,Summary,Generated,2024-11-29 01:35:00,4,2
M11000091,user2690@globalenterprise.com,Summary,Generated,2024-11-07 00:59:00,2,0
M11000092,user2797@globalenterprise.com,Summary,Generated,2024-11-02 00:50:00,3,0
M11000093,user7650@globalenterprise.com,Summary,Generated,2024-11-06 01:25:00,5,1
M11000094,user2038@globalenterprise.com,Summary,Generated,2024-11-11 00:23:00,5,1
M11000095,user4855@globalenterprise.com,Summary,Generated,2024-11-16 00:43:00,5,0
M11000097,user2096@globalenterprise.com,Summary,Generated,2024-11-25 01:50:00,2,1
M11000098,user1272@globalenterprise.com,Summary,Generated,2024-11-12 00:21:00,5,0
M11000099,user8553@globalenterprise.com,Summary,Generated,2024-11-06 01:42:00,3,1
M11000102,user7873@globalenterprise.com,Summary,Generated,2024-11-14 01:25:00,3,1
M11000103,user7275@globalenterprise.com,Summary,Generated,2024-11-11 00:52:00,3,0
M11000104,user2725@globalenterprise.com,Summary,Generated,2024-11-27 01:16:00,3,1
M11000105,user289@globalenterprise.com,Summary,Generated,2024-11-29 01:42:00,5,1
M11000106,user8647@globalenterprise.com,Summary,Generated,2024-11-18 01:53:00,2,0
M11000107,user276@globalenterprise.com,Summary,Generated,2024-11-27 01:01:00,4,1
M11000108,user3252@globalenterprise.com,Summary,Generated,2024-11-02 01:31:00,3,1
M11000109,user867@globalenterprise.com,Summary,Generated,2024-11-24 00:24:00,2,1
M11000112,user8477@globalenterprise.com,Summary,Generated,2024-11-25 00:22:00,5,2
M11000113,user5247@globalenterprise.com,Summary,Generated,2024-11-20 00:40:00,2,1
M11000115,user4597@globalenterprise.com,Summary,Generated,2024-11-20 01:28:00,4,1
M11000116,user486@globalenterprise.com,Summary,Generated,2024-11-28 00:43:00,4,0
M11000119,user3725@globalenterprise.com,Summary,Generated,2024-11-04 01:48:00,3,0
M11000120,user4755@globalenterprise.com,Summary,Generated,2024-11-13 01:07:00,5,1
M11000121,user1668@globalenterprise.com,Summary,Generated,2024-11-15 01:09:00,3,0
M11000122,user1045@globalenterprise.com,Summary,Generated,2024-11-16 00:23:00,2,2
M11000123,user8190@globalenterprise.com,Summary,Generated,2024-11-28 00:48:00,4,0
M11000124,user3490@globalenterprise.com,Summary,Generated,2024-11-07 00:34:00,3,0
M11000126,user7175@globalenterprise.com,Summary,Generated,2024-11-17 00:15:00,2,0
M11000127,user82@globalenterprise.com,Summary,Generated,2024-11-07 00:16:00,2,2
M11000128,user8845@globalenterprise.com,Summary,Generated,2024-11-29 01:38:00,3,0
M11000129,user3618@globalenterprise.com,Summary,Generated,2024-11-12 01:16:00,2,2
M11000130,user2876@globalenterprise.com,Summary,Generated,2024-11-25 01:43:00,2,1
M11000132,user3708@globalenterprise.com,Summary,Generated,2024-11-24 01:32:00,4,1
M11000133,user5716@globalenterprise.com,Summary,Generated,2024-11-02 00:57:00,2,0
M11000134,user7374@globalenterprise.com,Summary,Generated,2024-11-23 01:19:00,3,0
M11000135,user278@globalenterprise.com,Summary,Generated,2024-11-14 01:38:00,4,1
M11000136,user5021@globalenterprise.com,Summary,Generated,2024-11-24 01:50:00,4,1
M11000138,user4695@globalenterprise.com,Summary,Generated,2024-11-14 00:32:00,3,1
M11000139,user2046@globalenterprise.com,Summary,Generated,2024-11-08 01:11:00,3,2
M11000140,user3313@globalenterprise.com,Summary,Generated,2024-11-23 00:39:00,5,1
M11000141,user4779@globalenterprise.com,Summary,Generated,2024-11-12 00:26:00,2,1
M11000142,user2526@globalenterprise.com,Summary,Generated,2024-11-21 01:28:00,5,0
M11000143,user5709@globalenterprise.com,Summary,Generated,2024-11-02 01:26:00,2,0
M11000144,user8250@globalenterprise.com,Summary,Generated,2024-11-26 02:00:00,5,2
M11000146,user8466@globalenterprise.com,Summary,Generated,2024-11-21 01:42:00,5,1
M11000147,user1875@globalenterprise.com,Summary,Generated,2024-11-23 00:16:00,5,1
M11000148,user8746@globalenterprise.com,Summary,Generated,2024-11-24 01:52:00,3,2
M11000149,user2521@globalenterprise.com,Summary,Generated,2024-11-11 01:07:00,2,2
M11000150,user2259@globalenterprise.com,Summary,Generated,2024-11-23 00:48:00,5,1
M11000151,user7998@globalenterprise.com,Summary,Generated,2024-11-29 00:18:00,5,1
M11000153,user933@globalenterprise.com,Summary,Generated,2024-11-21 01:19:00,2,0
M11000154,user3386@globalenterprise.com,Summary,Generated,2024-11-07 01:18:00,4,1
M11000155,user6498@globalenterprise.com,Summary,Generated,2024-11-16 00:45:00,5,0
M11000156,user874@globalenterprise.com,Summary,Generated,2024-11-24 01:17:00,4,1
M11000157,user2846@globalenterprise.com,Summary,Generated,2024-11-21 01:29:00,3,1
M11000158,user5518@globalenterprise.com,Summary,Generated,2024-11-03 00:54:00,2,1
M11000159,user1806@globalenterprise.com,Summary,Generated,2024-11-21 01:18:00,5,2
M11000160,user7784@globalenterprise.com,Summary,Generated,2024-11-13 01:43:00,2,2
M11000161,user2560@globalenterprise.com,Summary,Generated,2024-11-05 00:59:00,4,1
M11000162,user2538@globalenterprise.com,Summary,Generated,2024-11-14 01:41:00,3,1
M11000164,user660@globalenterprise.com,Summary,Generated,2024-11-10 01:48:00,2,1
M11000166,user1140@globalenterprise.com,Summary,Generated,2024-11-22 01:06:00,2,0
M11000167,user7420@globalenterprise.com,Summary,Generated,2024-11-24 01:48:00,5,1
M11000169,user1258@globalenterprise.com,Summary,Generated,2024-11-08 01:06:00,5,1
M11000170,user1233@globalenterprise.com,Summary,Generated,2024-11-13 00:50:00,2,0
M11000171,user7397@globalenterprise.com,Summary,Generated,2024-11-28 01:55:00,5,1
M11000172,user6490@globalenterprise.com,Summary,Generated,2024-11-25 01:28:00,2,0
M11000173,user7415@globalenterprise.com,Summary,Generated,2024-11-29 01:37:00,4,1
M11000174,user8993@globalenterprise.com,Summary,Generated,2024-11-14 01:59:00,2,2
M11000176,user4537@globalenterprise.com,Summary,Generated,2024-11-03 01:40:00,5,1
M11000177,user8844@globalenterprise.com,Summary,Generated,2024-11-19 01:01:00,3,2
M11000178,user5670@globalenterprise.com,Summary,Generated,2024-11-06 01:22:00,3,2
M11000179,user1173@globalenterprise.com,Summary,Generated,2024-11-03 00:17:00,5,1
M11000180,user7026@globalenterprise.com,Summary,Generated,2024-11-13 01:49:00,3,1
M11000181,user7260@globalenterprise.com,Summary,Generated,2024-11-03 01:10:00,2,2
M11000182,user3085@globalenterprise.com,Summary,Generated,2024-11-24 01:43:00,2,1
M11000183,user5404@globalenterprise.com,Summary,Generated,2024-11-10 01:48:00,4,1
M11000184,user1941@globalenterprise.com,Summary,Generated,2024-11-16 01:11:00,2,0
M11000185,user3103@globalenterprise.com,Summary,Generated,2024-11-03 01:02:00,3,1
M11000186,user8883@globalenterprise.com,Summary,Generated,2024-11-10 00:58:00,3,2
M11000187,user924@globalenterprise.com,Summary,Generated,2024-11-03 01:56:00,2,2
M11000188,user6427@globalenterprise.com,Summary,Generated,2024-11-09 01:42:00,5,2
M11000189,user4792@globalenterprise.com,Summary,Generated,2024-11-24 00:32:00,2,2
M11000190,user3894@globalenterprise.com,Summary,Generated,2024-11-26 01:11:00,4,1
M11000192,user6574@globalenterprise.com,Summary,Generated,2024-11-12 01:18:00,3,2
M11000195,user4067@globalenterprise.com,Summary,Generated,2024-11-17 01:40:00,2,1
M11000196,user5985@globalenterprise.com,Summary,Generated,2024-11-28 01:28:00,4,1
M11000197,user8712@globalenterprise.com,Summary,Generated,2024-11-15 00:26:00,3,0
M11000198,user3885@globalenterprise.com,Summary,Generated,2024-11-15 01:02:00,5,1
M11000199,user7614@globalenterprise.com,Summary,Generated,2024-11-05 00:21:00,4,1
M11000200,user4583@globalenterprise.com,Summary,Generated,2024-11-16 00:58:00,4,2
M11000201,user3156@globalenterprise.com,Summary,Generated,2024-11-03 01:04:00,2,2
M11000202,user822@globalenterprise.com,Summary,Generated,2024-11-19 01:06:00,2,2
M11000203,user7767@globalenterprise.com,Summary,Generated,2024-11-13 01:59:00,5,0
M11000204,user8357@globalenterprise.com,Summary,Generated,2024-11-15 00:34:00,5,1
M11000205,user3904@globalenterprise.com,Summary,Generated,2024-11-17 01:10:00,3,0
M11000206,user4143@globalenterprise.com,Summary,Generated,2024-11-16 02:00:00,4,1
M11000208,user5922@globalenterprise.com,Summary,Generated,2024-11-24 00:18:00,3,0
M11000209,user2936@globalenterprise.com,Summary,Generated,2024-11-03 01:59:00,4,2
M11000210,user3017@globalenterprise.com,Summary,Generated,2024-11-06 01:32:00,4,1
M11000211,user8579@globalenterprise.com,Summary,Generated,2024-11-24 00:25:00,5,1
M11000212,user7150@globalenterprise.com,Summary,Generated,2024-11-07 00:42:00,5,1
M11000213,user1034@globalenterprise.com,Summary,Generated,2024-11-25 00:37:00,2,2
M11000215,user675@globalenterprise.com,Summary,Generated,2024-11-20 01:17:00,5,2
M11000216,user6732@globalenterprise.com,Summary,Generated,2024-11-11 00:36:00,5,0
M11000217,user5862@globalenterprise.com,Summary,Generated,2024-11-02 00:58:00,3,2
M11000218,user1405@globalenterprise.com,Summary,Generated,2024-11-10 00:41:00,5,1
M11000220,user7471@globalenterprise.com,Summary,Generated,2024-11-10 00:49:00,5,2
M11000221,user933@globalenterprise.com,Summary,Generated,2024-11-17 01:09:00,5,0
M11000222,user229@globalenterprise.com,Summary,Generated,2024-11-16 01:49:00,3,0
M11000223,user6523@globalenterprise.com,Summary,Generated,2024-11-20 01:07:00,3,1
M11000224,user5993@globalenterprise.com,Summary,Generated,2024-11-08 01:37:00,2,2
M11000225,user7727@globalenterprise.com,Summary,Generated,2024-11-28 01:15:00,5,0
M11000226,user2213@globalenterprise.com,Summary,Generated,2024-11-06 01:49:00,2,0
M11000227,user4321@globalenterprise.com,Summary,Generated,2024-11-17 01:04:00,5,2
M11000228,user5663@globalenterprise.com,Summary,Generated,2024-11-26 01:52:00,2,0
M11000229,user6122@globalenterprise.com,Summary,Generated,2024-11-19 00:35:00,4,2
M11000230,user2093@globalenterprise.com,Summary,Generated,2024-11-02 01:52:00,2,1
M11000232,user5851@globalenterprise.com,Summary,Generated,2024-11-21 01:01:00,5,0
M11000234,user4546@globalenterprise.com,Summary,Generated,2024-11-13 01:39:00,3,1
M11000235,user1335@globalenterprise.com,Summary,Generated,2024-11-16 01:38:00,4,0
M11000236,user1648@globalenterprise.com,Summary,Generated,2024-11-22 00:18:00,5,2
M11000237,user8588@globalenterprise.com,Summary,Generated,2024-11-11 01:56:00,2,0
M11000238,user4623@globalenterprise.com,Summary,Generated,2024-11-08 00:57:00,4,1
M11000239,user7077@globalenterprise.com,Summary,Generated,2024-11-23 01:29:00,3,2
M11000240,user326@globalenterprise.com,Summary,Generated,2024-11-17 01:03:00,2,1
M11000241,user6865@globalenterprise.com,Summary,Generated,2024-11-07 01:13:00,3,2
M11000242,user6990@globalenterprise.com,Summary,Generated,2024-11-12 00:40:00,4,0
M11000243,user7183@globalenterprise.com,Summary,Generated,2024-11-14 01:53:00,5,0
M11000244,user3670@globalenterprise.com,Summary,Generated,2024-11-27 01:49:00,4,0
M11000245,user6056@globalenterprise.com,Summary,Generated,2024-11-02 00:27:00,5,2
M11000246,user523@globalenterprise.com,Summary,Generated,2024-11-19 00:52:00,3,2
M11000247,user2026@globalenterprise.com,Summary,Generated,2024-11-17 00:42:00,4,2
M11000248,user5943@globalenterprise.com,Summary,Generated,2024-11-24 00:21:00,5,0
M11000249,user1480@globalenterprise.com,Summary,Generated,2024-11-14 01:18:00,5,1
M11000250,user11@globalenterprise.com,Summary,Generated,2024-11-13 01:42:00,5,0
M11000251,user487@globalenterprise.com,Summary,Generated,2024-11-18 01:03:00,2,0
M11000252,user3826@globalenterprise.com,Summary,Generated,2024-11-16 00:16:00,5,0
M11000254,user498@globalenterprise.com,Summary,Generated,2024-11-15 00:50:00,2,2
M11000255,user6378@globalenterprise.com,Summary,Generated,2024-11-20 00:21:00,2,2
M11000256,user1212@globalenterprise.com,Summary,Generated,2024-11-20 01:52:00,3,2
M11000257,user3943@globalenterprise.com,Summary,Generated,2024-11-27 00:23:00,2,2
M11000259,user5379@globalenterprise.com,Summary,Generated,2024-11-11 01:51:00,4,1
M11000260,user5086@globalenterprise.com,Summary,Generated,2024-11-28 00:46:00,2,2
M11000261,user7478@globalenterprise.com,Summary,Generated,2024-11-05 01:36:00,5,0
M11000262,user6367@globalenterprise.com,Summary,Generated,2024-11-02 00:31:00,2,2
M11000263,user1487@globalenterprise.com,Summary,Generated,2024-11-19 01:12:00,3,2
M11000264,user4942@globalenterprise.com,Summary,Generated,2024-11-21 01:36:00,4,1
M11000265,user4895@globalenterprise.com,Summary,Generated,2024-11-02 01:49:00,4,1
M11000266,user4292@globalenterprise.com,Summary,Generated,2024-11-06 01:53:00,5,0
M11000267,user950@globalenterprise.com,Summary,Generated,2024-11-28 00:25:00,3,2
M11000269,user7891@globalenterprise.com,Summary,Generated,2024-11-26 01:30:00,2,2
M11000270,user4758@globalenterprise.com,Summary,Generated,2024-11-25 00:22:00,3,0
M11000271,user5789@globalenterprise.com,Summary,Generated,2024-11-25 01:54:00,5,2
M11000272,user6389@globalenterprise.com,Summary,Generated,2024-11-13 00:41:00,5,2
M11000275,user8177@globalenterprise.com,Summary,Generated,2024-11-16 01:57:00,4,1
M11000276,user4484@globalenterprise.com,Summary,Generated,2024-11-20 01:18:00,5,2
M11000278,user857@globalenterprise.com,Summary,Generated,2024-11-22 00:50:00,4,1
M11000280,user4955@globalenterprise.com,Summary,Generated,2024-11-18 00:20:00,5,2
M11000281,user3659@globalenterprise.com,Summary,Generated,2024-11-07 00:25:00,2,2
M11000282,user6168@globalenterprise.com,Summary,Generated,2024-11-26 00:22:00,4,0
M11000283,user3827@globalenterprise.com,Summary,Generated,2024-11-06 00:35:00,3,0
M11000284,user7873@globalenterprise.com,Summary,Generated,2024-11-12 01:07:00,3,0
M11000285,user519@globalenterprise.com,Summary,Generated,2024-11-27 00:55:00,3,0
M11000287,user2331@globalenterprise.com,Summary,Generated,2024-11-25 01:27:00,4,0
M11000288,user205@globalenterprise.com,Summary,Generated,2024-11-14 01:07:00,5,0
M11000289,user419@globalenterprise.com,Summary,Generated,2024-11-25 01:47:00,3,1
M11000290,user8339@globalenterprise.com,Summary,Generated,2024-11-02 01:37:00,4,2
M11000291,user3735@globalenterprise.com,Summary,Generated,2024-11-02 01:38:00,2,2
M11000293,user1912@globalenterprise.com,Summary,Generated,2024-11-26 01:00:00,2,0
M11000294,user2266@globalenterprise.com,Summary,Generated,2024-11-08 01:04:00,4,1
M11000295,user8165@globalenterprise.com,Summary,Generated,2024-11-08 00:18:00,2,0
M11000296,user7438@globalenterprise.com,Summary,Generated,2024-11-02 00:43:00,5,1
M11000297,user989@globalenterprise.com,Summary,Generated,2024-11-18 01:20:00,3,2
M11000299,user1541@globalenterprise.com,Summary,Generated,2024-11-24 01:33:00,2,2
M11000300,user3813@globalenterprise.com,Summary,Generated,2024-11-02 00:52:00,4,0
M11000301,user6070@globalenterprise.com,Summary,Generated,2024-11-03 01:23:00,4,0
M11000303,user5061@globalenterprise.com,Summary,Generated,2024-11-12 01:07:00,2,2
M11000305,user2118@globalenterprise.com,Summary,Generated,2024-11-12 00:51:00,2,2
M11000306,user3123@globalenterprise.com,Summary,Generated,2024-11-08 00:41:00,2,0
M11000307,user1041@globalenterprise.com,Summary,Generated,2024-11-13 01:40:00,2,2
M11000308,user8697@globalenterprise.com,Summary,Generated,2024-11-02 00:40:00,5,0
M11000309,user5964@globalenterprise.com,Summary,Generated,2024-11-27 00:55:00,5,1
M11000311,user6541@globalenterprise.com,Summary,Generated,2024-11-11 01:46:00,5,1
M11000312,user5536@globalenterprise.com,Summary,Generated,2024-11-07 01:32:00,4,0
M11000313,user6093@globalenterprise.com,Summary,Generated,2024-11-18 01:07:00,2,1
M11000314,user6214@globalenterprise.com,Summary,Generated,2024-11-12 00:41:00,5,1
M11000315,user8151@globalenterprise.com,Summary,Generated,2024-11-03 01:08:00,2,2
M11000316,user2868@globalenterprise.com,Summary,Generated,2024-11-15 01:24:00,4,0
M11000317,user1630@globalenterprise.com,Summary,Generated,2024-11-22 00:45:00,3,0
M11000318,user8978@globalenterprise.com,Summary,Generated,2024-11-12 01:34:00,4,0
M11000319,user7029@globalenterprise.com,Summary,Generated,2024-11-07 00:44:00,4,0
M11000320,user5981@globalenterprise.com,Summary,Generated,2024-11-27 01:21:00,4,2
M11000321,user4006@globalenterprise.com,Summary,Generated,2024-11-15 01:52:00,3,2
M11000322,user1988@globalenterprise.com,Summary,Generated,2024-11-26 00:58:00,4,1
M11000323,user1511@globalenterprise.com,Summary,Generated,2024-11-28 00:48:00,4,2
M11000324,user6931@globalenterprise.com,Summary,Generated,2024-11-11 00:35:00,2,0
M11000325,user1209@globalenterprise.com,Summary,Generated,2024-11-11 00:44:00,3,1
M11000326,user5998@globalenterprise.com,Summary,Generated,2024-11-07 00:39:00,2,0
M11000327,user7970@globalenterprise.com,Summary,Generated,2024-11-21 01:45:00,5,2
M11000329,user2916@globalenterprise.com,Summary,Generated,2024-11-04 01:55:00,5,0
M11000330,user2346@globalenterprise.com,Summary,Generated,2024-11-21 01:04:00,2,2
M11000331,user5298@globalenterprise.com,Summary,Generated,2024-11-16 00:34:00,3,0
M11000332,user5680@globalenterprise.com,Summary,Generated,2024-11-12 00:53:00,5,2
M11000334,user5371@globalenterprise.com,Summary,Generated,2024-11-27 00:52:00,5,2
M11000335,user5987@globalenterprise.com,Summary,Generated,2024-11-10 01:05:00,2,2
M11000336,user957@globalenterprise.com,Summary,Generated,2024-11-21 01:34:00,3,2
M11000338,user3311@globalenterprise.com,Summary,Generated,2024-11-04 01:05:00,2,0
M11000339,user2210@globalenterprise.com,Summary,Generated,2024-11-18 00:23:00,5,2
M11000340,user967@globalenterprise.com,Summary,Generated,2024-11-19 00:38:00,2,0
M11000342,user1374@globalenterprise.com,Summary,Generated,2024-11-25 01:03:00,3,2
M11000344,user6378@globalenterprise.com,Summary,Generated,2024-11-21 01:08:00,5,2
M11000345,user903@globalenterprise.com,Summary,Generated,2024-11-16 00:31:00,3,1
M11000347,user191@globalenterprise.com,Summary,Generated,2024-11-17 01:29:00,4,0
M11000348,user5740@globalenterprise.com,Summary,Generated,2024-11-06 01:38:00,5,1
M11000349,user6374@globalenterprise.com,Summary,Generated,2024-11-21 01:07:00,3,2
M11000351,user2670@globalenterprise.com,Summary,Generated,2024-11-25 01:14:00,4,0
M11000352,user2150@globalenterprise.com,Summary,Generated,2024-11-17 01:41:00,4,0
M11000353,user378@globalenterprise.com,Summary,Generated,2024-11-19 01:47:00,4,2
M11000354,user2292@globalenterprise.com,Summary,Generated,2024-11-06 00:58:00,3,2
M11000355,user7970@globalenterprise.com,Summary,Generated,2024-11-29 01:05:00,4,2
M11000356,user2280@globalenterprise.com,Summary,Generated,2024-11-12 01:58:00,5,1
M11000357,user7227@globalenterprise.com,Summary,Generated,2024-11-13 01:47:00,2,0
M11000358,user8290@globalenterprise.com,Summary,Generated,2024-11-17 01:31:00,3,1
M11000359,user3150@globalenterprise.com,Summary,Generated,2024-11-12 01:55:00,2,1
M11000360,user608@globalenterprise.com,Summary,Generated,2024-11-09 01:26:00,3,2
M11000362,user291@globalenterprise.com,Summary,Generated,2024-11-28 00:25:00,5,2
M11000363,user8630@globalenterprise.com,Summary,Generated,2024-11-17 01:03:00,5,0
M11000364,user8301@globalenterprise.com,Summary,Generated,2024-11-24 01:28:00,5,2
M11000365,user5039@globalenterprise.com,Summary,Generated,2024-11-11 01:11:00,4,1
M11000366,user46@globalenterprise.com,Summary,Generated,2024-11-28 00:50:00,2,0
M11000367,user5231@globalenterprise.com,Summary,Generated,2024-11-23 01:17:00,3,0
M11000368,user3650@globalenterprise.com,Summary,Generated,2024-11-22 01:59:00,4,1
M11000369,user1992@globalenterprise.com,Summary,Generated,2024-11-12 01:53:00,4,1
M11000370,user1350@globalenterprise.com,Summary,Generated,2024-11-22 02:00:00,2,0
M11000372,user6334@globalenterprise.com,Summary,Generated,2024-11-15 01:47:00,2,0
M11000374,user8692@globalenterprise.com,Summary,Generated,2024-11-28 01:25:00,5,2
M11000375,user7130@globalenterprise.com,Summary,Generated,2024-11-07 01:11:00,5,1
M11000376,user6261@globalenterprise.com,Summary,Generated,2024-11-06 00:16:00,2,0
M11000377,user4670@globalenterprise.com,Summary,Generated,2024-11-09 01:40:00,4,2
M11000379,user3993@globalenterprise.com,Summary,Generated,2024-11-28 01:05:00,2,2
M11000380,user205@globalenterprise.com,Summary,Generated,2024-11-03 01:28:00,3,1
M11000381,user6007@globalenterprise.com,Summary,Generated,2024-11-08 00:42:00,3,2
M11000382,user3235@globalenterprise.com,Summary,Generated,2024-11-13 01:27:00,3,2
M11000383,user853@globalenterprise.com,Summary,Generated,2024-11-09 01:50:00,2,1
